machine_id,timestamp,temperature,center_line,ucl,lcl,out_of_control
CNC-01,2026-07-02 06:57:00,62.46,62.026,71.83,52.223,0
CNC-01,2026-07-02 06:58:00,58.16,62.026,71.83,52.223,0
CNC-01,2026-07-02 06:59:00,63.82,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:00:00,67.85,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:01:00,63.85,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:27:00,60.44,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:28:00,60.98,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:29:00,64.27,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:30:00,59.33,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:31:00,67.02,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:32:00,62.89,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:33:00,58.44,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:34:00,61.72,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:35:00,59.62,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:36:00,60.25,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:37:00,66.43,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:38:00,65.46,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:39:00,58.43,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:40:00,65.78,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:41:00,61.88,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:42:00,67.65,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:43:00,63.2,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:44:00,64.45,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:45:00,63.82,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:46:00,64.45,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:47:00,58.26,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:48:00,68.38,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:49:00,62.26,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:50:00,61.56,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:51:00,65.3,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:52:00,63.84,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:53:00,63.38,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:54:00,65.16,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:55:00,59.0,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:56:00,65.32,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:57:00,58.62,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:58:00,65.46,62.026,71.83,52.223,0
CNC-01,2026-07-02 07:59:00,63.56,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:00:00,59.61,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:01:00,64.34,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:02:00,70.25,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:03:00,67.66,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:04:00,59.99,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:05:00,62.56,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:06:00,56.75,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:07:00,61.83,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:08:00,64.18,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:09:00,66.75,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:10:00,61.05,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:11:00,63.31,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:12:00,59.83,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:13:00,58.16,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:14:00,59.1,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:15:00,59.69,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:16:00,60.28,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:17:00,56.48,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:18:00,61.38,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:19:00,57.76,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:20:00,63.37,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:21:00,66.35,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:22:00,62.8,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:23:00,66.96,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:24:00,68.23,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:25:00,62.37,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:26:00,68.32,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:27:00,64.92,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:28:00,63.52,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:29:00,61.91,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:30:00,64.25,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:31:00,64.82,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:32:00,61.82,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:33:00,61.63,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:34:00,60.89,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:35:00,62.9,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:36:00,61.27,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:37:00,59.34,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:38:00,67.56,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:39:00,63.45,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:40:00,66.09,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:41:00,59.57,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:42:00,63.23,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:43:00,59.05,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:44:00,59.03,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:45:00,61.65,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:46:00,59.82,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:47:00,63.71,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:48:00,55.62,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:49:00,60.83,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:50:00,62.76,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:51:00,74.11,62.026,71.83,52.223,1
CNC-01,2026-07-02 08:52:00,60.62,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:53:00,58.94,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:54:00,61.8,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:55:00,64.56,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:56:00,64.93,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:57:00,66.74,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:58:00,64.24,62.026,71.83,52.223,0
CNC-01,2026-07-02 08:59:00,53.35,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:00:00,59.47,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:01:00,59.0,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:02:00,56.85,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:03:00,68.28,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:04:00,63.1,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:05:00,59.43,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:06:00,66.86,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:07:00,62.54,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:08:00,61.07,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:09:00,57.66,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:10:00,57.75,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:11:00,60.91,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:12:00,54.84,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:13:00,63.64,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:14:00,64.44,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:15:00,65.89,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:16:00,58.69,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:17:00,60.71,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:18:00,62.97,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:19:00,67.19,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:20:00,56.39,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:21:00,65.94,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:22:00,65.41,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:23:00,64.85,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:24:00,58.4,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:25:00,61.43,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:26:00,65.43,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:27:00,61.2,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:28:00,62.01,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:29:00,63.6,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:30:00,63.57,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:31:00,59.58,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:32:00,66.26,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:33:00,60.19,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:34:00,58.32,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:35:00,60.76,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:36:00,58.67,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:37:00,64.4,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:38:00,62.82,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:39:00,60.23,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:40:00,64.46,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:41:00,64.42,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:42:00,59.71,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:43:00,56.18,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:44:00,62.81,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:45:00,65.43,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:46:00,64.16,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:47:00,60.11,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:48:00,59.61,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:49:00,59.62,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:50:00,59.66,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:51:00,66.75,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:52:00,66.07,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:53:00,59.4,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:54:00,63.83,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:55:00,63.58,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:56:00,62.07,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:57:00,59.52,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:58:00,64.97,62.026,71.83,52.223,0
CNC-01,2026-07-02 09:59:00,58.2,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:00:00,59.15,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:01:00,67.0,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:02:00,62.46,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:03:00,57.16,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:04:00,63.42,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:05:00,67.64,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:06:00,68.71,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:07:00,60.52,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:08:00,68.13,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:09:00,61.0,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:10:00,61.54,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:11:00,59.71,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:12:00,63.48,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:13:00,66.36,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:14:00,63.92,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:15:00,60.36,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:16:00,60.76,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:17:00,68.35,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:18:00,62.72,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:19:00,61.54,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:20:00,65.12,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:21:00,54.38,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:22:00,61.21,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:23:00,67.99,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:24:00,62.32,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:25:00,62.0,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:26:00,59.79,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:27:00,54.7,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:28:00,56.68,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:29:00,58.46,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:30:00,64.81,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:31:00,66.57,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:32:00,56.65,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:33:00,58.27,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:34:00,62.85,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:35:00,66.1,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:36:00,68.54,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:37:00,58.28,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:38:00,69.07,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:39:00,65.18,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:40:00,68.3,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:41:00,65.4,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:42:00,59.19,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:43:00,63.2,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:44:00,63.94,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:45:00,62.95,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:46:00,59.71,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:47:00,60.85,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:48:00,62.62,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:49:00,63.07,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:50:00,65.22,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:51:00,62.35,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:52:00,63.94,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:53:00,61.67,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:54:00,64.93,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:55:00,59.62,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:56:00,62.97,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:57:00,69.05,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:58:00,60.25,62.026,71.83,52.223,0
CNC-01,2026-07-02 10:59:00,55.17,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:00:00,61.0,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:01:00,62.62,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:02:00,65.87,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:03:00,68.24,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:04:00,62.79,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:05:00,60.45,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:06:00,55.88,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:07:00,58.59,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:08:00,63.86,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:09:00,61.12,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:10:00,58.45,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:11:00,56.19,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:12:00,60.95,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:13:00,62.9,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:14:00,65.64,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:15:00,57.82,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:16:00,65.02,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:17:00,60.7,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:18:00,60.99,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:19:00,61.49,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:20:00,63.04,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:21:00,62.55,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:22:00,64.92,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:23:00,62.6,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:24:00,64.15,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:25:00,65.07,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:26:00,67.07,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:27:00,57.84,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:28:00,61.8,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:29:00,62.73,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:30:00,64.07,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:31:00,63.22,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:32:00,60.82,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:33:00,58.22,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:34:00,65.4,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:35:00,64.36,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:36:00,60.86,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:37:00,62.62,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:38:00,62.77,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:39:00,59.72,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:40:00,55.81,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:41:00,61.94,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:42:00,60.57,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:43:00,62.63,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:44:00,68.54,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:45:00,61.07,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:46:00,59.6,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:47:00,59.96,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:48:00,61.71,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:49:00,62.61,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:50:00,59.17,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:51:00,62.91,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:52:00,60.93,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:53:00,59.92,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:54:00,58.72,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:55:00,58.91,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:56:00,66.06,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:57:00,66.08,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:58:00,61.28,62.026,71.83,52.223,0
CNC-01,2026-07-02 11:59:00,61.59,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:00:00,61.27,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:01:00,60.83,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:02:00,57.44,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:03:00,62.72,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:04:00,60.04,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:05:00,56.48,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:06:00,60.54,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:07:00,62.91,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:08:00,60.55,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:09:00,61.79,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:10:00,65.27,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:11:00,58.71,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:12:00,61.21,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:13:00,63.65,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:14:00,61.96,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:15:00,63.23,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:16:00,66.27,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:17:00,64.64,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:18:00,65.19,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:19:00,65.07,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:20:00,64.24,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:21:00,55.97,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:22:00,60.16,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:23:00,57.42,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:24:00,66.48,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:25:00,61.33,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:26:00,60.68,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:27:00,57.15,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:28:00,63.43,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:29:00,65.33,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:30:00,60.15,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:31:00,58.48,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:32:00,64.76,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:33:00,62.02,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:34:00,63.15,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:35:00,63.97,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:36:00,59.91,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:37:00,62.33,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:38:00,59.93,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:39:00,57.63,62.026,71.83,52.223,0
CNC-01,2026-07-02 12:40:00,59.22,62.026,71.83,52.223,0
