id,timestamp,machine_id,status,temperature,pressure,motor_current,flow_rate,energy,units_produced,good_units,defective_units,planned,ideal_cycle_time_sec
65,2026-07-02 01:04:00,CNC-01,IDLE,62.42,5.391,0.65,5.65,0.554,0,0,0,0,4.0
66,2026-07-02 01:05:00,CNC-01,IDLE,58.48,5.56,0.75,5.07,0.632,0,0,0,0,4.0
67,2026-07-02 01:06:00,CNC-01,IDLE,62.09,4.944,0.71,4.55,0.649,0,0,0,0,4.0
68,2026-07-02 01:07:00,CNC-01,IDLE,61.69,4.965,0.68,4.98,0.575,0,0,0,0,4.0
69,2026-07-02 01:08:00,CNC-01,IDLE,59.66,5.286,0.72,4.61,0.579,0,0,0,0,4.0
70,2026-07-02 01:09:00,CNC-01,IDLE,62.83,4.779,0.62,4.53,0.592,0,0,0,0,4.0
71,2026-07-02 01:10:00,CNC-01,IDLE,63.07,5.656,0.75,4.75,0.601,0,0,0,0,4.0
72,2026-07-02 01:11:00,CNC-01,IDLE,59.13,5.208,0.69,4.95,0.562,0,0,0,0,4.0
73,2026-07-02 01:12:00,CNC-01,IDLE,63.7,5.674,0.7,4.98,0.635,0,0,0,0,4.0
74,2026-07-02 01:13:00,CNC-01,IDLE,60.94,5.281,0.7,4.86,0.565,0,0,0,0,4.0
75,2026-07-02 01:14:00,CNC-01,IDLE,62.22,5.364,0.79,5.2,0.706,0,0,0,0,4.0
76,2026-07-02 01:15:00,CNC-01,IDLE,59.84,5.476,0.71,5.7,0.564,0,0,0,0,4.0
77,2026-07-02 01:16:00,CNC-01,IDLE,59.63,5.035,0.58,4.61,0.566,0,0,0,0,4.0
78,2026-07-02 01:17:00,CNC-01,IDLE,62.6,5.317,0.82,5.2,0.575,0,0,0,0,4.0
79,2026-07-02 01:18:00,CNC-01,IDLE,59.45,5.363,0.62,5.55,0.659,0,0,0,0,4.0
80,2026-07-02 01:19:00,CNC-01,IDLE,60.74,4.701,0.78,4.77,0.662,0,0,0,0,4.0
81,2026-07-02 01:20:00,CNC-01,IDLE,57.37,5.036,0.7,4.84,0.581,0,0,0,0,4.0
82,2026-07-02 01:21:00,CNC-01,IDLE,64.02,4.895,0.69,4.87,0.627,0,0,0,0,4.0
83,2026-07-02 01:22:00,CNC-01,IDLE,64.29,4.878,0.61,5.33,0.618,0,0,0,0,4.0
84,2026-07-02 01:23:00,CNC-01,IDLE,59.91,5.681,0.71,5.29,0.606,0,0,0,0,4.0
85,2026-07-02 01:24:00,CNC-01,IDLE,68.34,5.743,0.69,5.21,0.634,0,0,0,0,4.0
86,2026-07-02 01:25:00,CNC-01,IDLE,66.27,4.927,0.74,5.25,0.518,0,0,0,0,4.0
87,2026-07-02 01:26:00,CNC-01,IDLE,58.62,4.605,0.69,5.11,0.675,0,0,0,0,4.0
88,2026-07-02 01:27:00,CNC-01,IDLE,62.39,5.705,0.62,4.14,0.6,0,0,0,0,4.0
89,2026-07-02 01:28:00,CNC-01,IDLE,63.32,5.207,0.58,4.79,0.54,0,0,0,0,4.0
90,2026-07-02 01:29:00,CNC-01,IDLE,64.18,5.327,0.65,4.62,0.552,0,0,0,0,4.0
91,2026-07-02 01:30:00,CNC-01,IDLE,61.98,5.504,0.64,5.02,0.577,0,0,0,0,4.0
92,2026-07-02 01:31:00,CNC-01,IDLE,59.8,5.185,0.64,4.6,0.545,0,0,0,0,4.0
93,2026-07-02 01:32:00,CNC-01,IDLE,68.07,5.228,0.66,4.91,0.597,0,0,0,0,4.0
94,2026-07-02 01:33:00,CNC-01,IDLE,61.51,5.402,0.75,4.61,0.575,0,0,0,0,4.0
95,2026-07-02 01:34:00,CNC-01,IDLE,61.35,4.527,0.61,5.37,0.682,0,0,0,0,4.0
96,2026-07-02 01:35:00,CNC-01,IDLE,61.43,5.391,0.72,6.06,0.657,0,0,0,0,4.0
97,2026-07-02 01:36:00,CNC-01,IDLE,61.8,4.932,0.61,4.91,0.567,0,0,0,0,4.0
98,2026-07-02 01:37:00,CNC-01,IDLE,57.92,5.025,0.64,5.5,0.645,0,0,0,0,4.0
99,2026-07-02 01:38:00,CNC-01,IDLE,62.16,5.663,0.71,4.48,0.676,0,0,0,0,4.0
100,2026-07-02 01:39:00,CNC-01,IDLE,63.81,4.908,0.69,4.47,0.537,0,0,0,0,4.0
101,2026-07-02 01:40:00,CNC-01,IDLE,64.97,5.792,0.62,5.05,0.572,0,0,0,0,4.0
102,2026-07-02 01:41:00,CNC-01,IDLE,60.73,5.041,0.65,4.85,0.563,0,0,0,0,4.0
103,2026-07-02 01:42:00,CNC-01,IDLE,63.01,5.204,0.69,4.46,0.575,0,0,0,0,4.0
104,2026-07-02 01:43:00,CNC-01,IDLE,64.46,5.37,0.65,4.87,0.639,0,0,0,0,4.0
105,2026-07-02 01:44:00,CNC-01,IDLE,57.19,5.383,0.66,5.05,0.567,0,0,0,0,4.0
106,2026-07-02 01:45:00,CNC-01,IDLE,56.78,4.732,0.71,4.93,0.56,0,0,0,0,4.0
107,2026-07-02 01:46:00,CNC-01,IDLE,64.12,4.722,0.7,4.34,0.572,0,0,0,0,4.0
108,2026-07-02 01:47:00,CNC-01,IDLE,62.34,4.962,0.68,5.23,0.576,0,0,0,0,4.0
109,2026-07-02 01:48:00,CNC-01,IDLE,64.71,4.882,0.74,5.4,0.485,0,0,0,0,4.0
110,2026-07-02 01:49:00,CNC-01,IDLE,59.82,5.394,0.69,4.98,0.574,0,0,0,0,4.0
111,2026-07-02 01:50:00,CNC-01,IDLE,62.47,5.174,0.77,4.93,0.62,0,0,0,0,4.0
112,2026-07-02 01:51:00,CNC-01,IDLE,60.97,5.075,0.68,4.99,0.583,0,0,0,0,4.0
113,2026-07-02 01:52:00,CNC-01,IDLE,63.08,5.844,0.76,4.7,0.661,0,0,0,0,4.0
114,2026-07-02 01:53:00,CNC-01,IDLE,60.99,4.61,0.64,4.08,0.587,0,0,0,0,4.0
115,2026-07-02 01:54:00,CNC-01,IDLE,62.27,5.724,0.72,4.74,0.643,0,0,0,0,4.0
116,2026-07-02 01:55:00,CNC-01,IDLE,55.58,5.292,0.75,4.24,0.658,0,0,0,0,4.0
117,2026-07-02 01:56:00,CNC-01,IDLE,63.23,5.097,0.74,5.74,0.612,0,0,0,0,4.0
118,2026-07-02 01:57:00,CNC-01,IDLE,62.96,5.084,0.65,5.16,0.562,0,0,0,0,4.0
119,2026-07-02 01:58:00,CNC-01,IDLE,62.44,5.079,0.73,4.96,0.653,0,0,0,0,4.0
120,2026-07-02 01:59:00,CNC-01,IDLE,60.69,5.141,0.65,4.65,0.622,0,0,0,0,4.0
121,2026-07-02 02:00:00,CNC-01,IDLE,64.5,4.946,0.76,5.37,0.623,0,0,0,0,4.0
122,2026-07-02 02:01:00,CNC-01,IDLE,67.86,4.991,0.63,4.12,0.675,0,0,0,0,4.0
123,2026-07-02 02:02:00,CNC-01,IDLE,64.19,5.206,0.72,4.38,0.721,0,0,0,0,4.0
124,2026-07-02 02:03:00,CNC-01,IDLE,62.62,5.256,0.75,5.02,0.614,0,0,0,0,4.0
125,2026-07-02 02:04:00,CNC-01,IDLE,59.86,5.365,0.82,5.37,0.68,0,0,0,0,4.0
126,2026-07-02 02:05:00,CNC-01,IDLE,60.7,4.926,0.7,4.85,0.656,0,0,0,0,4.0
127,2026-07-02 02:06:00,CNC-01,IDLE,57.16,5.682,0.7,4.66,0.555,0,0,0,0,4.0
128,2026-07-02 02:07:00,CNC-01,IDLE,57.27,5.471,0.71,4.32,0.542,0,0,0,0,4.0
129,2026-07-02 02:08:00,CNC-01,IDLE,61.23,5.725,0.69,4.23,0.592,0,0,0,0,4.0
130,2026-07-02 02:09:00,CNC-01,IDLE,61.42,4.415,0.7,4.74,0.637,0,0,0,0,4.0
131,2026-07-02 02:10:00,CNC-01,IDLE,67.79,5.562,0.69,4.39,0.727,0,0,0,0,4.0
132,2026-07-02 02:11:00,CNC-01,IDLE,62.42,5.229,0.7,4.91,0.597,0,0,0,0,4.0
133,2026-07-02 02:12:00,CNC-01,IDLE,60.52,5.06,0.7,4.62,0.57,0,0,0,0,4.0
134,2026-07-02 02:13:00,CNC-01,IDLE,62.57,5.148,0.8,3.77,0.656,0,0,0,0,4.0
135,2026-07-02 02:14:00,CNC-01,IDLE,65.99,4.603,0.68,4.68,0.536,0,0,0,0,4.0
136,2026-07-02 02:15:00,CNC-01,IDLE,59.92,4.892,0.81,5.21,0.665,0,0,0,0,4.0
137,2026-07-02 02:16:00,CNC-01,IDLE,64.42,4.886,0.67,5.03,0.545,0,0,0,0,4.0
138,2026-07-02 02:17:00,CNC-01,IDLE,64.39,5.153,0.68,5.12,0.625,0,0,0,0,4.0
139,2026-07-02 02:18:00,CNC-01,IDLE,61.17,5.573,0.64,5.08,0.633,0,0,0,0,4.0
140,2026-07-02 02:19:00,CNC-01,IDLE,61.33,5.323,0.63,5.2,0.595,0,0,0,0,4.0
141,2026-07-02 02:20:00,CNC-01,IDLE,60.69,5.541,0.66,4.27,0.529,0,0,0,0,4.0
142,2026-07-02 02:21:00,CNC-01,IDLE,64.08,4.842,0.81,4.0,0.686,0,0,0,0,4.0
143,2026-07-02 02:22:00,CNC-01,IDLE,62.89,5.197,0.67,4.99,0.602,0,0,0,0,4.0
144,2026-07-02 02:23:00,CNC-01,IDLE,65.57,5.261,0.71,4.69,0.601,0,0,0,0,4.0
145,2026-07-02 02:24:00,CNC-01,IDLE,63.19,4.713,0.62,5.13,0.612,0,0,0,0,4.0
146,2026-07-02 02:25:00,CNC-01,IDLE,61.71,5.232,0.73,4.62,0.567,0,0,0,0,4.0
147,2026-07-02 02:26:00,CNC-01,IDLE,62.86,4.933,0.73,4.15,0.654,0,0,0,0,4.0
148,2026-07-02 02:27:00,CNC-01,IDLE,63.69,5.304,0.76,5.5,0.653,0,0,0,0,4.0
149,2026-07-02 02:28:00,CNC-01,IDLE,56.75,4.843,0.67,4.85,0.629,0,0,0,0,4.0
150,2026-07-02 02:29:00,CNC-01,IDLE,60.1,5.283,0.66,4.59,0.537,0,0,0,0,4.0
151,2026-07-02 02:30:00,CNC-01,IDLE,59.5,4.822,0.65,5.26,0.559,0,0,0,0,4.0
152,2026-07-02 02:31:00,CNC-01,IDLE,70.17,5.376,0.72,4.49,0.638,0,0,0,0,4.0
153,2026-07-02 02:32:00,CNC-01,IDLE,60.55,5.264,0.86,4.8,0.66,0,0,0,0,4.0
154,2026-07-02 02:33:00,CNC-01,IDLE,60.17,5.217,0.81,4.59,0.691,0,0,0,0,4.0
155,2026-07-02 02:34:00,CNC-01,IDLE,64.4,5.059,0.74,5.23,0.634,0,0,0,0,4.0
156,2026-07-02 02:35:00,CNC-01,IDLE,57.57,5.01,0.69,4.81,0.634,0,0,0,0,4.0
157,2026-07-02 02:36:00,CNC-01,IDLE,62.82,4.828,0.73,5.08,0.631,0,0,0,0,4.0
158,2026-07-02 02:37:00,CNC-01,IDLE,65.53,5.479,0.73,4.81,0.525,0,0,0,0,4.0
159,2026-07-02 02:38:00,CNC-01,IDLE,63.58,5.291,0.72,4.33,0.553,0,0,0,0,4.0
160,2026-07-02 02:39:00,CNC-01,IDLE,65.45,5.217,0.75,4.85,0.606,0,0,0,0,4.0
161,2026-07-02 02:40:00,CNC-01,IDLE,65.1,5.074,0.71,4.65,0.584,0,0,0,0,4.0
162,2026-07-02 02:41:00,CNC-01,IDLE,61.36,5.296,0.68,5.34,0.562,0,0,0,0,4.0
163,2026-07-02 02:42:00,CNC-01,IDLE,61.73,5.097,0.79,4.92,0.654,0,0,0,0,4.0
164,2026-07-02 02:43:00,CNC-01,IDLE,57.84,5.309,0.76,4.87,0.656,0,0,0,0,4.0
165,2026-07-02 02:44:00,CNC-01,IDLE,60.74,5.652,0.84,4.69,0.583,0,0,0,0,4.0
166,2026-07-02 02:45:00,CNC-01,IDLE,66.66,5.704,0.67,4.67,0.591,0,0,0,0,4.0
167,2026-07-02 02:46:00,CNC-01,IDLE,58.26,4.954,0.65,4.53,0.603,0,0,0,0,4.0
168,2026-07-02 02:47:00,CNC-01,IDLE,63.0,5.695,0.65,5.23,0.595,0,0,0,0,4.0
169,2026-07-02 02:48:00,CNC-01,IDLE,62.15,5.433,0.64,4.99,0.613,0,0,0,0,4.0
170,2026-07-02 02:49:00,CNC-01,IDLE,63.78,5.317,0.85,4.59,0.579,0,0,0,0,4.0
171,2026-07-02 02:50:00,CNC-01,IDLE,60.43,5.064,0.67,5.32,0.673,0,0,0,0,4.0
172,2026-07-02 02:51:00,CNC-01,IDLE,60.59,4.981,0.73,4.62,0.635,0,0,0,0,4.0
173,2026-07-02 02:52:00,CNC-01,IDLE,62.92,4.776,0.8,5.56,0.575,0,0,0,0,4.0
174,2026-07-02 02:53:00,CNC-01,IDLE,61.15,5.317,0.73,5.1,0.701,0,0,0,0,4.0
175,2026-07-02 02:54:00,CNC-01,IDLE,61.78,4.991,0.62,4.55,0.603,0,0,0,0,4.0
176,2026-07-02 02:55:00,CNC-01,IDLE,67.69,5.076,0.72,4.83,0.662,0,0,0,0,4.0
177,2026-07-02 02:56:00,CNC-01,IDLE,69.89,5.072,0.68,5.26,0.638,0,0,0,0,4.0
178,2026-07-02 02:57:00,CNC-01,IDLE,67.85,5.407,0.68,5.08,0.658,0,0,0,0,4.0
179,2026-07-02 02:58:00,CNC-01,IDLE,64.78,5.384,0.77,5.31,0.671,0,0,0,0,4.0
180,2026-07-02 02:59:00,CNC-01,IDLE,64.26,5.182,0.72,5.32,0.566,0,0,0,0,4.0
181,2026-07-02 03:00:00,CNC-01,IDLE,63.42,5.114,0.71,5.35,0.614,0,0,0,0,4.0
182,2026-07-02 03:01:00,CNC-01,IDLE,62.46,4.824,0.75,5.1,0.709,0,0,0,0,4.0
183,2026-07-02 03:02:00,CNC-01,IDLE,61.4,5.298,0.72,5.47,0.601,0,0,0,0,4.0
184,2026-07-02 03:03:00,CNC-01,IDLE,63.16,5.415,0.72,4.66,0.614,0,0,0,0,4.0
185,2026-07-02 03:04:00,CNC-01,IDLE,65.54,4.924,0.71,4.56,0.663,0,0,0,0,4.0
186,2026-07-02 03:05:00,CNC-01,IDLE,57.76,5.065,0.73,5.47,0.602,0,0,0,0,4.0
187,2026-07-02 03:06:00,CNC-01,IDLE,60.66,5.797,0.62,3.96,0.626,0,0,0,0,4.0
188,2026-07-02 03:07:00,CNC-01,IDLE,60.82,4.926,0.75,4.94,0.578,0,0,0,0,4.0
189,2026-07-02 03:08:00,CNC-01,IDLE,58.49,5.495,0.75,4.8,0.694,0,0,0,0,4.0
190,2026-07-02 03:09:00,CNC-01,IDLE,59.12,4.775,0.67,4.83,0.617,0,0,0,0,4.0
191,2026-07-02 03:10:00,CNC-01,IDLE,61.61,5.339,0.63,5.42,0.601,0,0,0,0,4.0
192,2026-07-02 03:11:00,CNC-01,IDLE,65.68,5.336,0.73,5.07,0.627,0,0,0,0,4.0
193,2026-07-02 03:12:00,CNC-01,IDLE,64.26,5.632,0.72,5.13,0.601,0,0,0,0,4.0
194,2026-07-02 03:13:00,CNC-01,IDLE,66.66,5.031,0.81,4.83,0.537,0,0,0,0,4.0
195,2026-07-02 03:14:00,CNC-01,IDLE,62.72,5.029,0.76,4.58,0.584,0,0,0,0,4.0
196,2026-07-02 03:15:00,CNC-01,IDLE,56.67,5.098,0.56,4.21,0.642,0,0,0,0,4.0
197,2026-07-02 03:16:00,CNC-01,IDLE,64.7,5.362,0.65,4.83,0.605,0,0,0,0,4.0
198,2026-07-02 03:17:00,CNC-01,IDLE,58.87,5.685,0.76,4.76,0.607,0,0,0,0,4.0
199,2026-07-02 03:18:00,CNC-01,IDLE,62.97,4.622,0.69,4.57,0.557,0,0,0,0,4.0
200,2026-07-02 03:19:00,CNC-01,IDLE,61.5,5.774,0.75,4.62,0.633,0,0,0,0,4.0
201,2026-07-02 03:20:00,CNC-01,IDLE,66.54,5.512,0.71,4.59,0.639,0,0,0,0,4.0
202,2026-07-02 03:21:00,CNC-01,IDLE,63.53,5.503,0.75,5.27,0.58,0,0,0,0,4.0
203,2026-07-02 03:22:00,CNC-01,IDLE,66.3,5.294,0.83,4.57,0.689,0,0,0,0,4.0
204,2026-07-02 03:23:00,CNC-01,IDLE,62.94,5.039,0.68,4.72,0.626,0,0,0,0,4.0
205,2026-07-02 03:24:00,CNC-01,IDLE,63.92,5.063,0.71,5.7,0.689,0,0,0,0,4.0
206,2026-07-02 03:25:00,CNC-01,IDLE,63.66,5.246,0.71,5.09,0.557,0,0,0,0,4.0
207,2026-07-02 03:26:00,CNC-01,IDLE,61.58,4.735,0.73,5.11,0.582,0,0,0,0,4.0
208,2026-07-02 03:27:00,CNC-01,IDLE,67.08,4.868,0.62,4.94,0.656,0,0,0,0,4.0
209,2026-07-02 03:28:00,CNC-01,IDLE,67.41,5.098,0.77,4.83,0.597,0,0,0,0,4.0
210,2026-07-02 03:29:00,CNC-01,IDLE,65.01,5.431,0.61,5.44,0.672,0,0,0,0,4.0
211,2026-07-02 03:30:00,CNC-01,IDLE,60.48,5.354,0.74,4.95,0.579,0,0,0,0,4.0
212,2026-07-02 03:31:00,CNC-01,IDLE,60.34,5.228,0.78,5.07,0.588,0,0,0,0,4.0
213,2026-07-02 03:32:00,CNC-01,IDLE,64.67,4.381,0.78,4.15,0.588,0,0,0,0,4.0
214,2026-07-02 03:33:00,CNC-01,IDLE,59.0,4.848,0.78,4.66,0.622,0,0,0,0,4.0
215,2026-07-02 03:34:00,CNC-01,IDLE,62.22,5.379,0.71,4.34,0.654,0,0,0,0,4.0
216,2026-07-02 03:35:00,CNC-01,IDLE,60.88,4.769,0.68,5.45,0.647,0,0,0,0,4.0
217,2026-07-02 03:36:00,CNC-01,IDLE,61.32,5.132,0.69,5.68,0.624,0,0,0,0,4.0
218,2026-07-02 03:37:00,CNC-01,IDLE,63.66,5.546,0.72,4.75,0.596,0,0,0,0,4.0
219,2026-07-02 03:38:00,CNC-01,IDLE,62.15,5.225,0.75,4.87,0.641,0,0,0,0,4.0
220,2026-07-02 03:39:00,CNC-01,IDLE,62.13,5.26,0.59,5.22,0.623,0,0,0,0,4.0
221,2026-07-02 03:40:00,CNC-01,IDLE,65.36,4.368,0.83,4.79,0.659,0,0,0,0,4.0
222,2026-07-02 03:41:00,CNC-01,IDLE,59.25,5.421,0.64,4.6,0.698,0,0,0,0,4.0
223,2026-07-02 03:42:00,CNC-01,IDLE,61.8,5.302,0.76,5.05,0.613,0,0,0,0,4.0
224,2026-07-02 03:43:00,CNC-01,IDLE,63.47,5.958,0.7,4.93,0.656,0,0,0,0,4.0
225,2026-07-02 03:44:00,CNC-01,IDLE,65.69,5.593,0.75,4.39,0.684,0,0,0,0,4.0
226,2026-07-02 03:45:00,CNC-01,IDLE,58.94,5.328,0.66,4.82,0.622,0,0,0,0,4.0
227,2026-07-02 03:46:00,CNC-01,IDLE,63.34,5.364,0.8,5.03,0.594,0,0,0,0,4.0
228,2026-07-02 03:47:00,CNC-01,IDLE,65.27,5.594,0.63,5.09,0.64,0,0,0,0,4.0
229,2026-07-02 03:48:00,CNC-01,IDLE,61.48,5.65,0.7,4.9,0.598,0,0,0,0,4.0
230,2026-07-02 03:49:00,CNC-01,IDLE,62.43,4.909,0.62,5.49,0.565,0,0,0,0,4.0
231,2026-07-02 03:50:00,CNC-01,IDLE,59.41,4.592,0.67,4.32,0.685,0,0,0,0,4.0
232,2026-07-02 03:51:00,CNC-01,IDLE,65.41,5.032,0.84,5.24,0.59,0,0,0,0,4.0
233,2026-07-02 03:52:00,CNC-01,IDLE,54.88,5.925,0.62,4.19,0.655,0,0,0,0,4.0
234,2026-07-02 03:53:00,CNC-01,IDLE,69.7,5.654,0.74,5.09,0.647,0,0,0,0,4.0
235,2026-07-02 03:54:00,CNC-01,IDLE,64.66,5.323,0.71,4.83,0.57,0,0,0,0,4.0
236,2026-07-02 03:55:00,CNC-01,IDLE,61.54,4.731,0.7,4.46,0.553,0,0,0,0,4.0
237,2026-07-02 03:56:00,CNC-01,IDLE,62.93,5.656,0.76,4.22,0.559,0,0,0,0,4.0
238,2026-07-02 03:57:00,CNC-01,IDLE,65.21,4.944,0.69,5.07,0.56,0,0,0,0,4.0
239,2026-07-02 03:58:00,CNC-01,IDLE,62.7,4.839,0.67,4.98,0.53,0,0,0,0,4.0
